Identifier,Title
BU03310008,Lekdijk tussen Jaarsveld en Schoonhoven
BU03310009,Langs de Lekdijk Lopikerwaard
BU03310010,Benschop-Dorp
BU03310019,Benschop Boveneind-Benedeneind
BU03310020,Polsbroek-Dorp
BU03310029,Polsbroek-Noordzijdseweg-Zuidzijdseweg
BU01680001,Losser-West
BU01680002,Bedrijfsterrein Losser
BU01680003,Losser-Oost
BU01680009,Verspreide huizen Losser
BU01680101,Glane kern
BU01680102,Glane-beekhoek
BU01680109,Verspreide huizen Glane
BU01680201,Overdinkel kern
BU01680209,Verspreide huizen Overdinkel
BU01680301,De Lutte kern
BU01680309,Verspreide huizen De Lutte
BU01680401,Beuningen kern
BU01680409,Verspreide huizen Beuningen
BU02630000,Kerkdriel
BU02630001,Velddriel
BU02630002,Hoenzadriel
BU02630003,Alem
BU02630006,Verspreide huizen Noord Beemden
BU02630007,"Verspr.h. Kerkdriel, Berm en Hoorzik"
BU02630008,"Verspr.h. Velddriel, Vlierd en Beemden"
BU02630009,Verspr.h. Maasdijk en Uiterwaarden
BU02630010,Verspreide huizen Alem
BU02630100,Ammerzoden
BU02630101,Well
BU02630102,Wellseind-Slijkwell
BU02630108,Verspreide huizen Het Heust
BU02630109,Verspreide huizen Uilecoten
BU02630200,Hedel
BU02630208,Verspreide huizen in het bouwgebied
BU02630209,Verspreide huizen in de polder Hedel
BU02630300,Heerewaarden
BU02630301,"Huizendijk, Voorne, De Kop en Veluwe"
BU02630309,Verspreide huizen Heerewaarden
BU02630400,Rossum
BU02630401,Hurwenen
BU02630408,Verspreide huizen Hurwenen en Rossum
BU02630409,Overige verspreide huizen
BU16410000,Maasbracht
BU16410001,Brachterbeek
BU16410009,Verspreide huizen Het Vonderen
BU16410100,Linne
BU16410109,Verspreide huizen Linnerveld en Weerd
BU16410200,Stevensweert waaronder Bilt
BU16410201,Eiland-Brandt
BU16410300,Laak
BU16410301,Ohé
BU16410400,Thorn
BU16410409,Verspreide huizen Thorn
BU16410500,Heel
BU16410501,Panheel
BU16410509,Verspreide huizen Heel
BU16410600,Beegden
BU16410700,Wessem
BU19910101,Centrum
BU19910102,Bogerd-Vijfhuis
BU19910103,Moleneind-Groenewoud
BU19910104,Flatwijk
BU19910105,Bitswijk
BU19910106,Hoevenseveld
BU19910107,Schutveld
BU19910108,Buurtschap Hoeven
BU19910109,Hoeven
BU19910110,Melle
BU19910111,Raam
BU19910112,Sportpark Volkelseweg
BU19910113,Zoggel
BU19910114,Vluchtoord
BU19910115,Loopkant-Liessent-Goorkens
BU19910116,Hoenderbos-Velmolen
BU19910117,Eikenheuvel
BU19910196,Buitengebied Uden-Oost
BU19910197,Buitengebied Uden-Zuid
BU19910198,Buitengebied Uden-West
BU19910199,Buitengebied Maashorst
BU19910201,Kom Volkel
BU19910298,Vliegbasis Volkel
BU19910299,Buitengebied-Volkel
BU19910301,Odiliapeel
BU19910399,Buitengebied-Odiliapeel
BU19910401,Schaijk
BU19910402,Verspreide huizen Schaijkse Heide
BU19910403,Verspreide huizen Mun
BU19910404,Overige verspreide huizen Schaijk
BU19910501,Reek
BU19910502,Verspr.h. Reekse Heide en Bovenland
BU19910601,Zeeland
BU19910602,Nabbegat-Voederheil
BU19910603,Oventje
BU19910604,Verspreide huizen Trent-Graspeel
BU19910605,Verspreide huizen Zevenhuis
BU19910606,Verspreide huizen Duifhuis-Kreitsberg
BU19910607,Verspreide huizen Peel
BU05560101,Taanschuurpolder
BU05560201,Vertobuurt
BU05560202,Bloemenbuurt
BU05560203,Bomendal
BU05560301,Sluispolder Oost
BU05560302,Sluispolder West
BU05560303,Binnenstad
BU05560401,Kapelpolder
BU05560402,Componistenbuurt
BU05560403,Koningshoek
BU05560404,Het Balkon
BU05560405,Nieuwe waterweg
BU05560501,Vogelbuurt
BU05560502,Burgemeesterswijk
BU05560601,Steendijkpolder Noord
BU05560602,Steendijkpolder Zuid
BU05560701,Zuidbuurt
BU05560702,De Dijk
BU05560801,Wilgenrijk
BU09350000,Binnenstad
BU09350001,Jekerkwartier
BU09350002,Kommelkwartier
BU09350003,Statenkwartier
BU09350004,Boschstraatkwartier
BU09350005,Sint Maartenspoort
BU09350006,Wyck
BU09350100,Villapark
BU09350101,Jekerdal
BU09350102,Biesland
BU09350103,Campagne
BU09350104,Wolder
BU09350105,Sint Pieter
BU09350200,Brusselsepoort
BU09350201,Mariaberg
BU09350202,Belfort
BU09350203,Pottenberg
BU09350204,Malpertuis
BU09350205,Caberg
BU09350206,Oud-Caberg
BU09350207,Malberg
BU09350208,Dousberg-Hazendans
BU09350209,Daalhof
BU09350300,Boschpoort
BU09350301,Bosscherveld
BU09350302,Frontenkwartier
BU09350303,Belvédère
BU09350304,Lanakerveld
BU09350400,Wyckerpoort
BU09350401,Heugemerveld
BU09350402,Wittevrouwenveld
BU09350403,Nazareth
BU09350404,Limmel
BU09350405,Scharn
BU09350406,Amby
BU09350500,Beatrixhaven
BU09350501,Borgharen
BU09350502,Itteren
BU09350503,Meerssenhoven
BU09350600,Randwyck
BU09350601,Heugem
BU09350602,Heer
BU09350603,De Heeg
BU09350604,Vroendaal
BU04200101,Medemblik Oude Stad
BU04200102,Medemblik Plan West
BU04200103,Medemblik Parkwijk
BU04200104,Medemblik Koggenwijk
BU04200105,Medemblik Randwijk en Gildenwijk
BU04200106,Medemblik Schepenwijk
BU04200107,Medemblik Bedrijventerrein
BU04200108,Medemblik Vooroever
BU04200109,Medemblik Zuiderzee
BU04200110,Medemblik Buitengebied
BU04200201,Opperdoes Centrum
BU04200202,Opperdoes Buitengebied
BU04200301,Twisk Centrum
BU04200302,Twisk Buitengebied
BU04200401,Lambertschaag
BU04200501,Abbekerk Centrum
BU04200502,Abbekerk Buitengebied
BU04200601,Sijbekarspel Centrum
BU04200602,Sijbekarspel Buitengebied
BU04200701,Benningbroek Centrum
BU04200702,Benningbroek Buitengebied
BU04200801,Wognum Centrum
BU04200802,Wognum Westergouw
BU04200803,Wognum Kreeklanden
BU04200804,Wognum Bloesemgaerde
BU04200805,Wognum Leekerweide
BU04200806,Wognum Oosteinde
BU04200807,Wognum Bedrijventerrein
BU04200808,Wognum Wadway
BU04200809,Wognum Buitengebied
BU04200901,Zwaagdijk-West Centrum
BU04200902,Zwaagdijk-West Buitengebied
BU04201001,Nibbixwoud Centrum
BU04201002,Nibbixwoud Bedrijventerrein
BU04201003,Nibbixwoud Buitengebied
BU04201101,Midwoud Centrum
BU04201102,Midwoud Buitengebied
BU04201201,Oostwoud Centrum
BU04201202,Oostwoud Buitengebied
BU04201301,Hauwert
BU04201401,Zwaagdijk-Oost Centrum
BU04201402,Zwaagdijk-Oost Bedrijventerrein
BU04201403,Zwaagdijk-Oost Buitengebied
BU04201501,Wervershoof Centrum
BU04201502,Wervershoof Oost
BU04201503,Wervershoof West
BU04201504,Wervershoof Vooroever
BU04201505,Wervershoof Buitengebied
BU04201506,Wervershoof Onderdijk
BU04201507,Wervershoof Onderdijk Aan de Vliet
BU04201508,Wervershoof Onderdijk Buitengebied
BU04201601,Andijk Centrum
BU04201602,Andijk Oost
BU04201603,Andijk Midden
BU04201604,Andijk Zuid
BU04201605,Andijk Bangert
BU04201606,Andijk Grootslag en IJsselhof
BU04201607,Andijk Vooroever
BU04201608,Andijk Bedrijventerrein
BU04201609,Andijk Waterzuivering
BU04201610,Andijk Buitengebied
BU09380000,Meerssen
BU09380001,Rothem
BU09380002,Weert
BU09380003,Raar
BU09380009,Verspreide huizen
BU09380100,Ulestraten
BU09380109,Verspreide huizen
BU09380200,Bunde
BU09380201,Kasen
BU09380202,Geulle
BU09380203,Hussenberg met Snijdersberg
BU09380204,Hulsen-Oostbroek
BU09380205,Moorveld
BU09380206,Brommelen-Westbroek
BU19480101,Boerdonk
BU19480102,Bolst
BU19480103,Buitengebied Boerdonk
BU19480104,Buitengebied Erp
BU19480105,Buitengebied Geregt
BU19480106,Buitengebied Hurkske en Hoek
BU19480107,Buitengebied Keldonk
BU19480108,Buitengebied Kraanmeer en Veluwe
BU19480109,Empeldonk
BU19480110,Erp Centrum
BU19480111,Erp Zuid
BU19480112,Keldonk
BU19480113,Vlaskamp
BU19480201,Boschweg Noordoost
BU19480202,Boschweg Zuidwest
BU19480203,Buitengebied Elderbroek
BU19480204,Buitengebied Broekkant
BU19480205,Buitengebied Molendijk
BU19480206,Buitengebied Oetelaar
BU19480207,Buitengebied Rooiseheide
BU19480208,Buitengebied Steeg
BU19480209,Buitengebied Vlagheide
BU19480210,De Beemd 1
BU19480211,De Beemd 3
BU19480212,De Borne 1
BU19480213,De Borne 2
BU19480214,Duin 1
BU19480215,Duin 2
BU19480216,Grevekeur
BU19480217,Hoevenbraak
BU19480218,Hopstraat
BU19480219,Hulzebraak
BU19480220,Molendijk
BU19480221,Plein 1
BU19480222,Plein 2
BU19480223,Plein 3
BU19480224,Rooiseheide
BU19480225,Schijndel Centrum 1
BU19480226,Schijndel Centrum 2
BU19480227,Schijndel Centrum 3
BU19480228,Schijndel Centrum 4
BU19480229,Wijbosch
BU19480301,Armenhoef
BU19480302,Boskant
BU19480303,Buitengebied Boskant
BU19480304,Buitengebied Jekschotse Heide en Everse
BU19480305,Buitengebied Nijnsel
BU19480306,Buitengebied Olland
BU19480307,Buitengeb. Rijsingen en Schijndelse Heid
BU19480308,Buitengebied Veerse Heide en Koevering
BU19480309,Buitengebied Vressel en Zwijnsbergen
BU19480310,Cathalijne en Kinderbos
BU19480311,Eerschot
BU19480312,Heikant en Sluitappel
BU19480313,Kienehoef Noord
BU19480314,Kienehoef Zuid
BU19480315,Nijnsel
BU19480316,Olland
BU19480317,Sint-Oedenrode Centrum Noord
BU19480318,Sint-Oedenrode Centrum Zuid
BU19480401,'t Ven Oost
BU19480402,'t Ven West
BU19480403,Amert en Binnenveld
BU19480404,Bloemenwijk
BU19480405,Buitengebied Driehuizen en Hazelberg
BU19480406,Buitengebied Eerde
BU19480407,Buitengebied Heuvel en Havelt
BU19480408,Buitengebied Jekschot
BU19480409,Buitengebied Mariaheide
BU19480410,Buitengebied Sportpark en Dorshout
BU19480411,Buitengebied Zijtaart
BU19480412,Bunderse Hoek Noord
BU19480413,Bunderse Hoek Zuid
BU19480414,Busselbunders
BU19480415,De Scheifelaar
BU19480416,Doornhoek en Kempkens
BU19480417,Dubbelen
BU19480418,Eerde
BU19480419,Erpseweg Zuid
BU19480420,Heibunders
BU19480421,Hoogeinde
BU19480422,Koolenkampen en Iepenlaan
BU19480423,Laarbunders
BU19480424,Leest
BU19480425,Leest Noord
BU19480426,Mariaheide
BU19480427,Oranjewijk en Dorsveld
BU19480428,Oude ontginning
BU19480429,Veghel Centrum
BU19480430,Veghel Zuid 1
BU19480431,Veghel Zuid 2
BU19480432,Vijverwijk
BU19480433,Zijtaart
BU01190000,Historisch Centrum
BU01190001,Indische buurt
BU01190002,Koninginnebuurt
BU01190100,Galgenkamp
BU01190101,Oude Vaart
BU01190200,Heinsiusbuurt
BU01190201,Staatsliedenbuurt
BU01190202,Zeeheldenbuurt
BU01190300,Hesselingen
BU01190301,Koeberg
BU01190302,Reestlanden
BU01190303,Schildersbuurt
BU01190400,Plantenbuurt
BU01190401,Scheepsbuurt
BU01190500,Bloemenbuurt
BU01190501,"Onderwijs-, sportpark"
BU01190600,Veldenbuurt
BU01190601,Vlinderbuurt
BU01190602,Vogelbuurt
BU01190603,Verzetsbuurt
BU01190700,Drukkersbuurt
BU01190701,Nieuwveenselanden
BU01190800,Blankenstein
BU01190900,Industrieterrein Noord I
BU01190901,Industrieterrein Noord II
BU01191000,Industrie Oevers A
BU01191001,Industrie Oevers B
BU01191002,Industrie Oevers C
BU01191003,Industrie Oevers D
BU01191004,Industrie Oevers E
BU01191100,Verspreid gebied Meppel Noord
BU01191101,Verspreid gebied Meppel Oost
BU01191102,Verspreid gebied Meppel Zuid
BU01191200,Nijeveen Oost
BU01191201,Griftebuurt
BU01191202,Vogelbuurt
BU01191203,Danninge Erve
BU01191204,Spijkerserve
BU01191205,Tussenboerslanden
BU01191206,Kolderveen
BU01191207,Kolderveense Bovenboer
BU01191208,Nijeveense Bovenboer
BU01191209,Verspreid gebied Nijeveen
BU01191300,Rogat
BU01191301,Broekhuizen
BU01191302,De Schiphorst
BU06870003,Abdij
BU06870004,Stadhuis
BU06870005,Markt
BU06870006,Damplein
BU06870007,Dampoort
BU06871008,Griffioen I
BU06871009,Griffioen II
BU06871010,Poppenroede
BU06871102,Seislaan
BU06871111,Klarenbeek I
BU06871112,Klarenbeek II & III
BU06871213,Nieuw Middelburg
BU06871301,Brigdamme
BU06871314,Leliendale
BU06871415,Sint Laurens
BU06871416,Rozenhof
BU06871417,Popkensburg
BU06871518,Ramsburg
BU06871619,Prooijenspark
BU06871620,Veersepoort
BU06871721,Golsteinseweg
BU06871768,Nieuwenhove
BU06871781,Brigdamsepad
BU06871822,Zandvoort
BU06871823,Goedgelegen
BU06871824,Pronkenburg
BU06871925,Schellach
BU06871926,Krooneveld
BU06872027,Poelendaele
BU06872028,'t Zand
BU06872031,Stromenwijk
BU06872032,Toorenvliedt
BU06872084,Breewijk
BU06872933,Breeweg
BU06872934,Ter Hooge
BU06872935,Lustenburg
BU06872936,Nieuw Abeele
BU06873037,Magistraatwijk I
BU06873038,Magistraatwijk II
BU06873039,Erasmuswijk
BU06873040,Magistraatwijk III
BU06873041,Reijershove
BU06873082,Veldzigt
BU06873083,Essenvelt
BU06873143,Kruitmolen
BU06873144,Dauwendaele I
BU06873145,Dauwendaele II
BU06873171,Edelstenenbuurt
BU06873247,Arnestein I
BU06873248,Arnestein II
BU06873946,Mortiere I
BU06873950,Mortiere III
BU06873970,Mortiere II
BU06874051,Nieuw- en Sint Joosland
BU06874952,Nieuwlandsrust
BU06874953,Vlackeweg
BU06874954,Middelburgschepolder
BU06874955,Mortierepolder
BU06874956,Oudedorp
BU06874957,Derdeweg
BU06875058,Dorp
BU06875059,Poldertje
BU06875060,Brakenburg I
BU06875061,Brakenburg II
BU06875062,Brakenburg III
BU06875063,Hazenburg I
BU06875069,De Lage Landen
BU06875085,Hazenburg II
BU06875164,Kleverskerke
BU06875265,Oranjeplaat
BU06875367,Veerse Meer
BU06875966,Buitengebied
BU18420000,Schipluiden
BU18420001,Den Hoorn
BU18420002,Hodenpijl
BU18420004,Gaag-Schipluiden
BU18420005,Negenhuizen en Zouteveen
BU18420007,'t Woudt
BU18420009,Verspreide huizen Schipluiden
BU18420100,Maasland
BU18420101,Ter Lucht
BU18420103,Gaag-Maasland
BU18420106,Dijkpolder
BU18420108,Verspreide huizen Dijkpolder
BU18420109,Verspreide huizen Duifpolder en omgeving
BU17310000,Beilen
BU17310001,Lieving Makkum
BU17310002,Holthe
BU17310003,Brunsting
BU17310009,Verspreide huizen Beilen
BU17310100,Hijken
BU17310101,Oranje
BU17310109,Verspreide huizen Hijken
BU17310200,Hooghalen
BU17310201,Laaghalen
BU17310209,Verspreide huizen Hooghalen
BU17310300,Wijster
BU17310309,Verspreide huizen Wijster
BU17310400,Spier
BU17310409,Verspreide huizen Spier
BU17310500,Drijber
BU17310509,Verspreide huizen Drijber
BU17310600,Smilde-Centrum
BU17310601,Smilde-Noord
BU17310602,Smilde-Zuid
BU17310609,Verspreide huizen Smilde
BU17310700,Bovensmilde-Centrum
BU17310701,Bovensmilde-Noord
BU17310702,Bovensmilde-Zuid
BU17310709,Verspreide huizen Bovensmilde
BU17310800,Hoogersmilde-Centrum
BU17310801,Hoogersmilde-Noord
BU17310802,Hoogersmilde-Zuid
BU17310809,Verspreide huizen Hoogersmilde
BU17310900,Westerbork
BU17310901,Eursinge
BU17310909,Verspreide huizen Westerbork
BU17311000,Elp
BU17311001,Zuidveld
BU17311009,Verspreide huizen Elp
BU17311100,Witteveen
BU17311109,Verspreide huizen Witteveen
BU17311200,Nieuw-Balinge
BU17311209,Verspreide huizen Nieuw-Balinge
BU17311309,Verspreide huizen Nieuweroord
BU17311400,Zwiggelte
BU17311409,Verspreide huizen Zwiggelte
BU17311500,Orvelte
BU17311509,Verspreide huizen Orvelte
BU17311600,Garminge
BU17311601,Balinge
BU17311602,Mantinge
BU17311609,Verspreide huizen de Broekstreek
BU19520101,Noorderpark
BU19520102,Westerpark
BU19520103,Beukemabuurt
BU19520104,Oosterpark
BU19520105,Martenshoek en Industriegeb. Martenshoek
BU19520106,Stadshart-Noord
BU19520107,Industriegebied Martenshoek
BU19520201,Spoorstraat en Kieldiep
BU19520202,Burgemeester van Royenstraat en omgeving
BU19520203,Gorecht-Noord
BU19520204,Gorechtpark-Oost
BU19520205,Gorecht-West
BU19520206,Woldwijck-West
BU19520207,Woldwijck-Midden
BU19520208,Woldwijck-Oost
BU19520209,Kropswolderpolder
BU19520210,Gorechtpark
BU19520301,Stadshart-Zuid
BU19520302,Zuiderpark
BU19520303,De Dreven
BU19520304,De Vosholen-West
BU19520305,Kalkwijk-Noord
BU19520306,Kalkwijk-Zuid
BU19520401,Magrietpark
BU19520402,Sappemeer-Oost
BU19520403,Boswijck-West
BU19520404,Boswijck-Oost
BU19520405,Compagniesterpark
BU19520406,De Vosholen-Oost
BU19520407,Nieuw Woelwijck
BU19520408,Polder De Nijverheid
BU19520409,Sappemeer-Noord
BU19520501,Kiel-Windeweer
BU19520502,Kiel-Windeweer Buitengebied
BU19520601,Kropswolde
BU19520602,Meerwijck
BU19520603,Kropswolde Recreatiegebied
BU19520604,Kropswolde Buitengebied
BU19520701,Foxhol
BU19520702,Foxhol Industriegebied
BU19520801,Waterhuizen
BU19520802,Westerbroek
BU19520803,Westerbroek Buitengebied
BU19520804,Westerbroek Industriegebied
BU19520805,Westerbroek Recreatiegebied
BU19520901,Harkstede
BU19520902,Harkstede Buitengebied
BU19520903,Harkstede Recreatiegebied
BU19520904,Scharmer
BU19520905,Scharmer Buitengebied
BU19520906,Natuurgebied Scharmer
BU19520907,Woudbloem
BU19521001,Kolham
BU19521002,Kolham Bedrijventerrein
BU19521003,Kolham Buitengebied
BU19521004,Kolham Natuurgebied
BU19521101,Froombosch
BU19521102,Froombosch Buitengebied
BU19521103,Natuurgebied Froombosch
BU19521201,Slochteren
BU19521202,Slochteren Natuurgebied
BU19521203,Slochteren Buitengebied
BU19521301,Schildwolde
BU19521302,Schildwolde Natuurgebied
BU19521303,Schildwolde Buitengebied
BU19521401,Hellum
BU19521402,Hellum Natuurgebied
BU19521501,Siddeburen
BU19521502,Siddeburen Buitengebied
BU19521503,Siddeburen Bedrijventerrein
BU19521601,Overschild
BU19521602,Overschild Buitengebied
BU19521603,Luddeweer
BU19521604,Lageland
BU19521701,Tjuchem
BU19521702,Steendam
BU19521801,Muntendam-west
BU19521802,Muntendam-oost
BU19521803,Muntendam Buitengebied oost
BU19521804,Muntendam Buitengebied west
BU19521805,Tripscompagnie
BU19521806,Borgercompagnie
BU19521901,Noordbroek
BU19521902,Noordbroek Buitengebied
BU19522001,Zuidbroek
BU19522002,Bedrijventerrein Gouden Driehoek
BU19522003,Zuidbroek Buitengebied west
BU19522004,Zuidbroek Buitengebied oost
BU19522005,Industrieterrein Zuidbroek
BU19522101,Meeden
BU19522102,Meeden Buitengebied
BU17090000,Centrum
BU17090001,Torenveld
BU17090002,Krooswijk
BU17090003,Bosselaar
BU17090004,Lindonk
BU17090005,Schansdijk en omgeving
BU17090006,Zwanengat en omgeving
BU17090008,Verspr.h. ten westen van Zevenbergen
BU17090009,Verspr.h. ten oosten van Zevenbergen
BU17090100,Zevenbergschen Hoek
BU17090109,Verspreide huizen Zevenbergschen Hoek
BU17090200,Langeweg
BU17090209,Verspreide huizen Langeweg
BU17090300,Klundert
BU17090301,Noordschans
BU17090302,Tonnekreek
BU17090303,Industrieterrein Moerdijk
BU17090309,Verspreide huizen Klundert
BU17090400,Moerdijk
BU17090401,Roodevaart
BU17090409,Verspreide huizen Moerdijk
BU17090500,Noordhoek
BU17090509,Verspreide huizen Noordhoek
BU17090600,Standdaarbuiten
BU17090601,Kreek
BU17090609,Verspreide huizen Standdaarbuiten
BU17090700,Fijnaart
BU17090701,Oudemolen
BU17090702,Nieuwemolen met Driehoek
BU17090703,Zwingelspaan
BU17090709,Verspreide huizen Fijnaart
BU17090800,Heijningen
BU17090809,Verspreide huizen Heijningen
BU17090900,Willemstad
BU17090901,Noordlangeweg
BU17090902,Kloosterblokje
BU17090909,Verspreide huizen Willemstad
BU17091000,Helwijk
BU17091009,Verspreide huizen Helwijk
BU19780101,Arkel-Industriegebied-Zuid1
BU19780102,Arkel-Industriegebied-Noord
BU19780103,Arkel-Industriegebied-West
BU19780104,Arkel-Dorp
BU19780105,Arkel-Industriegebied-Zuid2
BU19780106,Lintbebouwing-Noord
BU19780107,Arkel-Buitengebied-Zuid-West
BU19780108,Arkel-Buitengebied-Oost
BU19780201,Bleskensgraaf-Buitengebied-Noord
BU19780202,Bleskensgraaf-Buitengebied-Zuid
BU19780203,Bleskensgraaf-Dorp
BU19780204,Bleskensgraaf-Melkweg
BU19780205,Bleskensgraaf-West
BU19780206,Bleskensgraaf-Hofwegen
BU19780301,Brandwijk-Noord-Oost
BU19780302,Brandwijk-Dorp
BU19780303,Brandwijk-Zuid-West
BU19780304,Brandwijk-Zuid-Oost
BU19780305,Brandwijk-Noord-West
BU19780307,Brandwijk-Buitengebied
BU19780308,Brandwijk-Vuilendam
BU19780309,Brandwijk-Kern-Oud
BU19780401,Giessenburg-West
BU19780402,Kern-Dorp
BU19780403,Giessenburg-Zuidwest
BU19780404,Giessen-Oudekerk-Dorp
BU19780405,Giessenburg-Oost
BU19780406,Giessenburg-Buitengebied-Zuid
BU19780407,Giessenburg-Industriegebied
BU19780408,Giessenburg-Buitengebied-Noord
BU19780409,Giessenburg-Recreatie-Zuid
BU19780410,Giessenburg-Recreatie-Noord
BU19780501,Goudriaan-Oost
BU19780502,Goudriaan-Dorp
BU19780503,Goudriaan-Buitengebied-Noord
BU19780504,Goudriaan-Buitengebied-Zuid
BU19780601,Buitengebied-Ammersekade
BU19780602,Groot-Ammers-Gelkenes
BU19780603,Dijkgebied-Groot-Ammers
BU19780604,Groot-Ammers-Dorp
BU19780605,Groot-Ammers-Haven
BU19780607,Groot-Ammers-Graafland
BU19780608,Groot-Ammers-Scheepswerf
BU19780609,Groot-Ammers-Buitengebied-Zuid
BU19780610,Groot-Ammers-Buitengebied-Noord
BU19780701,Hoogblokland-Bazeldijk
BU19780702,Hoogblokland-Dorp
BU19780703,Hoogblokland-Minkeloos
BU19780704,Hoogblokland-Noord
BU19780705,Hoogblokland-Buitengebied-Noord
BU19780706,Hoogblokland-Buitengebied-Zuid
BU19780801,Hoornaar-Buitengebied-Noord
BU19780802,Hoornaar-Dorp
BU19780803,Hoornaar-Lage-Giessen
BU19780804,Hoornaar-Buitengebied-Zuid-Oost
BU19780901,Dijkgebied-Kinderdijk
BU19780902,IHC-Kinderdijk
BU19780903,Kinderdijk-Dorp
BU19780904,Kinderdijk-Buitengebied
BU19781001,Langerak-Noord
BU19781002,Dijkgebied-Langerak
BU19781003,Langerak-Dorp
BU19781004,Langerak-Buitengebied
BU19781101,Molenaarsgraaf-Dorp
BU19781102,Molenaarsgraaf-West
BU19781103,Molenaarsgraaf-Vuilendam
BU19781104,Molenaarsgraaf-Polderweg-oost
BU19781105,Molenaarsgraaf-Buitengebied
BU19781106,Molenaarsgraaf-Oost
BU19781201,Nieuw-Lekkerland-Dorp
BU19781202,Nieuw-Lekkerland-Middelweg
BU19781203,Industriegebied-Dorp
BU19781204,Nieuw-Lekkerland-Buitengebied
BU19781205,Nieuw-Lekkerland-Noord
BU19781206,Industriegebied-Oost
BU19781207,Dijkgebied-Nieuw-Lekkerland
BU19781301,Nieuwpoort-Stad
BU19781302,Dijkgebied-Nieuwpoort
BU19781401,Noordeloos-Industriegebied
BU19781402,Noordeloos-Buitengebied-Zuid
BU19781403,Noordeloos-Middelweg
BU19781405,Noordeloos-Overslingeland
BU19781406,Noordeloos-Dorp
BU19781407,Noordeloos-Oost
BU19781408,Noordeloos-West
BU19781409,Noordeloos-Buitengebied-Noord
BU19781501,Ottoland-Buitengebied-Noord
BU19781502,Ottoland-Langezijde
BU19781503,Ottoland-Vuilendam
BU19781504,Ottoland-Kortezijde
BU19781505,Ottoland-West
BU19781506,Ottoland-Oost
BU19781507,Ottoland-Buitengebied-Zuid
BU19781508,Ottoland-Dorp
BU19781509,Buitengebied-Laag-Blokland
BU19781510,Ottoland-Dorp-West
BU19781601,Oud-Alblas-Oost
BU19781602,Oud-Alblas-West
BU19781603,Oud-Alblas-Dorp
BU19781604,Oud-Alblas-Buitengebied-Zuid
BU19781605,Oud-Alblas-Buitengebied-Noord
BU19781701,Schelluinen-Dorp
BU19781702,Schelluinen-Zuid
BU19781703,Schelluinen-Griendweg
BU19781704,Schelluinen-Buitengebied-West
BU19781705,Schelluinen-Buitengebied-Noordoost
BU19781801,Dijkgebied-Streefkerk
BU19781802,Streefkerk-Buitengebied
BU19781803,Streefkerk-Dorp
BU19781901,Waal-Dorp
BU19782001,Wijngaarden-Buitengebied
BU19782002,Kern-Dorp
BU19782003,Lintbebouwing-Oost
BU19782004,Lintbebouwing-West
BU19550000,'s-Heerenberg
BU19550001,"'s-Heerenberg, oostelijke uitbreiding"
BU19550002,Zeddam
BU19550003,Azewijn
BU19550004,Braamt
BU19550005,Stokkum
BU19550006,Verspreide huizen Zeddam
BU19550007,Verspreide huizen Mengelenberg en Lengel
BU19550008,Verspreide huizen Braamt
BU19550009,Verspreide huizen Azewijn
BU19550010,Verspreide huizen Stokkum
BU19550100,Beek
BU19550101,Kilder
BU19550102,Loerbeek
BU19550106,Verspreide huizen Loerbeek
BU19550107,Verspreide huizen Kilder
BU19550108,Verspreide huizen Beek
BU19550109,Verspreide huizen Montferland
BU19550200,Didam-Zuid
BU19550201,Didam-Noord
BU19550202,Loil
BU19550203,Nieuw-Dijk
BU19550205,Verspreide huizen De Heegh
BU19550206,Verspreide huizen Greffelkamp
BU19550207,Verspr.h. De Hogenend en Oud-Dijk
BU19550208,Verspreide huizen Nieuw-Dijk
BU19550209,Verspreide huizen Loil
BU03350000,Montfoort
BU03350001,Tabakshof en Heeswijk (gedeeltelijk)
BU03350100,Linschoten
BU03350101,Polanen
BU03350102,Cattenbroek
BU03350103,Heeswijk
BU03350108,Verspreide huizen Linschoten
BU03350109,Verspreide huizen Mastwijk
BU03350200,Willeskop
BU03350201,Blokland
BU03350202,Beneden Kerkweg
BU03350209,Verspreide huizen
BU09440000,Molenhoek
BU09440001,Mook
BU09440009,Verspreide huizen Bisselt
BU09440100,Riethorst-Plasmolen
BU09440101,Middelaar Katerbosch en Heikant
BU17400000,Kesteren
BU17400001,Opheusden
BU17400006,Verspreide huizen Lede en Oudewaard
BU17400007,Verspreide huizen Kesteren
BU17400008,Verspreide huizen Opheusden
BU17400009,Verspreide huizen poldergebied
BU17400100,Ochten
BU17400101,Echteld
BU17400102,IJzendoorn
BU17400103,Pottemsestraat en Groenestraat e.o.
BU17400106,Verspreide huizen Echteld-Waalbandijk
BU17400107,Verspreide huizen Echteld
BU17400108,Verspreide huizen IJzendoorn
BU17400109,Verspreide huizen Ochten
BU17400200,Kom Dodewaard met Hien
BU17400201,Kom Wely
BU17400208,Verspreide huizen Dodewaard-Oost en Wely
BU17400209,Verspreide huizen Dodewaard-West
BU09460101,Nederweert
BU09460102,Boeket-Hoogbosweg
BU09460103,Bosserstraat-Lage Kuilen
BU09460104,Schoor-Mildert
BU09460201,Budschop
BU09460202,Winnerstraat-Eindhovensebaan
BU09460301,Ospel
BU09460302,Ospeldijk
BU09460303,Nieuwstraat-Horick-Kampersweg
BU09460304,Waatskamp-Bientjesweg
BU09460305,Moostdijk-Kruisvennendijk
BU09460401,Nederweert-Eind
