WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,AantalInwoners_5,Bevolkingsdichtheid_34,GemiddeldeHuishoudensgrootte_33,HuishoudensMetKinderen_32,HuishoudensTotaal_29,MateVanStedelijkheid_122,k_0Tot15Jaar_8,k_15Tot25Jaar_9,k_25Tot45Jaar_10,k_45Tot65Jaar_11,k_65JaarOfOuder_12,GeregistreerdeMisdrijven_1,crime_property,crime_violence,crime_vandalism,cluster_id,cluster_label_short,cluster_label_long,pca_x,pca_y,buurt_naam
BU03940560,Haarlemmermeer                          ,Buurt     ,BU03940560,1010,3343.0,2.5,190,400,3.0,210,145,205,320,135,40.0,14.0,2.0,4.0,5,label_short,label_long,-0.5617953421998904,0.2936678346270075,Badhoevedorp Oost
BU03940561,Haarlemmermeer                          ,Buurt     ,BU03940561,385,678.0,1.4,60,275,4.0,50,70,160,80,25,110.0,33.0,13.0,8.0,8,label_short,label_long,-1.2734472466786717,-1.4141661310596825,Badhoevedorp Schuilhoeve
BU03940553,Haarlemmermeer                          ,Buurt     ,BU03940553,1185,6528.0,1.9,190,610,2.0,165,115,390,280,230,170.0,50.0,21.0,14.0,11,label_short,label_long,0.4358965720836252,-1.3812425905393269,Badhoevedorp West
BU03940556,Haarlemmermeer                          ,Buurt     ,BU03940556,940,4785.0,2.2,155,405,3.0,160,100,230,285,165,64.0,21.0,5.0,6.0,11,label_short,label_long,-0.5108184623950285,-0.3546082972440424,Badhoevedorp Zuid
BU00140105,Groningen                               ,Buurt     ,BU00140105,935,15555.0,1.3,30,745,1.0,25,340,380,115,80,78.0,27.0,5.0,7.0,11,label_short,label_long,0.5319585631968291,-3.000714363320077,Badstratenbuurt
BU19660702,Het Hogeland                            ,Buurt     ,BU19660702,1820,2246.0,2.1,255,870,5.0,235,190,375,540,475,61.0,17.0,3.0,9.0,5,label_short,label_long,0.3863720952913883,0.8389910741117172,Baflo
BU01060503,Assen                                   ,Buurt     ,BU01060503,1645,4136.0,2.1,285,780,4.0,250,205,370,465,360,79.0,20.0,5.0,14.0,5,label_short,label_long,0.5252788762231662,0.3020208905534602,Baggelhuizen Midden
BU01060504,Assen                                   ,Buurt     ,BU01060504,725,3295.0,2.2,135,320,4.0,145,125,155,175,125,48.0,15.0,4.0,4.0,8,label_short,label_long,-1.0040971139668895,-0.096730825732902,Baggelhuizen Noord
BU01060502,Assen                                   ,Buurt     ,BU01060502,1175,2261.0,2.1,195,545,5.0,155,155,210,345,305,31.0,5.0,8.0,2.0,5,label_short,label_long,-0.5463757650594664,0.4346231761193619,Baggelhuizen Zuid
BU01931140,Zwolle                                  ,Buurt     ,BU01931140,865,6385.0,1.5,60,545,1.0,50,170,270,170,195,176.0,48.0,29.0,11.0,11,label_short,label_long,0.1815067291478799,-2.51923255953053,Bagijneweide
BU16520600,Gemert-Bakel                            ,Buurt     ,BU16520600,4275,1869.0,2.2,610,1900,4.0,655,360,1000,1115,1145,178.0,43.0,17.0,28.0,1,label_short,label_long,4.322689383387826,2.110321387707133,Bakel
BU19822211,Land van Cuijk                          ,Buurt     ,BU19822211,2565,5805.0,2.0,375,1255,3.0,370,260,630,620,680,154.0,29.0,31.0,17.0,3,label_short,label_long,2.295270293344121,-0.0030926817163286,Bakelgeert-Noord
BU19822209,Land van Cuijk                          ,Buurt     ,BU19822209,995,2525.0,2.0,125,485,3.0,135,120,255,235,250,251.0,102.0,7.0,16.0,11,label_short,label_long,-0.1606489201932125,-0.935622160034811,Bakelgeert-Zuid
BU0363FB07,Amsterdam                               ,Buurt     ,BU0363FB07,3105,16538.0,2.3,500,1305,1.0,595,490,1130,620,265,267.0,77.0,16.0,40.0,7,label_short,label_long,4.053817852396699,-0.8312924645967226,Bakemabuurt
BU02021365,Arnhem                                  ,Buurt     ,BU02021365,1110,1072.0,2.3,140,430,5.0,150,135,170,375,280,65.0,22.0,3.0,7.0,5,label_short,label_long,-0.7768658510160052,0.6198979786524977,Bakenberg
BU03920103,Haarlem                                 ,Buurt     ,BU03920103,2040,8952.0,1.6,190,1275,1.0,165,190,760,535,390,944.0,278.0,77.0,107.0,4,label_short,label_long,4.005474473968402,-4.485646107196529,Bakenes
BU02021798,Arnhem                                  ,Buurt     ,BU02021798,1600,2378.0,2.5,240,585,2.0,335,140,470,395,260,137.0,24.0,7.0,37.0,3,label_short,label_long,0.6699871949836609,0.0785964923304147,Bakenhof
BU06420708,Zwijndrecht                             ,Buurt     ,BU06420708,15,24.0,2.1,5,10,4.0,5,0,10,5,0,68.0,17.0,6.0,11.0,8,label_short,label_long,-2.1144765279192987,-0.6480713148376415,Bakestein
BU19400201,De Fryske Marren                        ,Buurt     ,BU19400201,1030,357.0,2.2,135,460,5.0,165,90,235,255,285,18.0,4.0,1.0,4.0,8,label_short,label_long,-0.982705551084233,0.6329950629753063,Bakhuizen
BU16740609,Roosendaal                              ,Buurt     ,BU16740609,90,32.0,2.7,10,35,5.0,5,15,10,30,25,20.0,7.0,3.0,0.0,0,label_short,label_long,-2.459690593359332,0.5123128201615298,Bakkersberg-Langendijk
BU02740203,Renkum                                  ,Buurt     ,BU02740203,190,1356.0,2.4,35,75,3.0,40,20,40,45,45,16.0,5.0,3.0,0.0,8,label_short,label_long,-1.9255595178457097,-0.2914069992081555,Bakkershaag
BU00860103,Opsterland                              ,Buurt     ,BU00860103,445,23.0,2.6,70,170,5.0,55,65,80,170,75,22.0,6.0,1.0,4.0,0,label_short,label_long,-1.8995187290812847,0.6727231696351494,Bakkeveen-Buitengebied
BU00860101,Opsterland                              ,Buurt     ,BU00860101,380,1575.0,2.4,55,155,5.0,55,50,50,120,105,4.0,1.0,1.0,0.0,0,label_short,label_long,-1.9274594559175964,0.3528069420248756,Bakkeveen-Centrum
BU00860102,Opsterland                              ,Buurt     ,BU00860102,1085,2426.0,2.2,165,495,5.0,165,115,250,285,270,8.0,0.0,1.0,3.0,5,label_short,label_long,-0.7924085219307232,0.5661339092866927,Bakkeveen-De Kampen
BU03830401,Castricum                               ,Buurt     ,BU03830401,525,127.0,2.1,70,245,5.0,65,70,85,140,165,48.0,12.0,4.0,7.0,8,label_short,label_long,-1.5823355840265654,0.0481652119994582,Bakkum-Noord
BU03830411,Castricum                               ,Buurt     ,BU03830411,2145,2476.0,2.2,350,975,3.0,330,250,440,610,505,96.0,19.0,8.0,20.0,3,label_short,label_long,1.3206490812206106,0.5886794701414242,Bakkum-Zuid
BU0363EM02,Amsterdam                               ,Buurt     ,BU0363EM02,3005,25749.0,1.7,300,1780,1.0,290,430,1380,660,245,454.0,132.0,62.0,30.0,7,label_short,label_long,4.780985968156226,-3.5264469054347023,Balboaplein e.o.
BU02960200,Wijchen                                 ,Buurt     ,BU02960200,590,832.0,2.5,105,235,5.0,85,70,100,205,130,12.0,2.0,1.0,3.0,0,label_short,label_long,-1.6363765941005035,0.6656257929036289,Balgoij
BU06370902,Zoetermeer                              ,Buurt     ,BU06370902,30,74.0,2.5,5,10,4.0,0,10,5,15,5,50.0,15.0,3.0,7.0,0,label_short,label_long,-2.261898429375401,-0.094873080991741,Balijbos
BU17311601,Midden-Drenthe                          ,Buurt     ,BU17311601,90,392.0,2.3,15,35,5.0,10,5,10,30,30,2.0,0.0,1.0,0.0,8,label_short,label_long,-2.3849904285106023,0.1007403216630996,Balinge
BU19400301,De Fryske Marren                        ,Buurt     ,BU19400301,4335,1296.0,2.1,565,1865,4.0,675,445,940,1020,1260,174.0,45.0,26.0,16.0,1,label_short,label_long,4.338045129882996,2.001521047228551,Balk
BU01600404,Hardenberg                              ,Buurt     ,BU01600404,325,126.0,2.8,55,115,5.0,65,35,55,115,55,19.0,1.0,0.0,8.0,0,label_short,label_long,-2.0896443745054945,0.82672772007316,Balkbrug-Benedenvaart
BU01600402,Hardenberg                              ,Buurt     ,BU01600402,610,529.0,2.3,95,260,5.0,110,65,155,155,125,39.0,4.0,1.0,14.0,8,label_short,label_long,-1.461897395942943,0.3382362470581913,Balkbrug-Noord
BU01600403,Hardenberg                              ,Buurt     ,BU01600403,975,816.0,2.2,140,440,5.0,135,125,185,265,260,22.0,3.0,4.0,4.0,8,label_short,label_long,-0.9843546250982276,0.5225943013588714,Balkbrug-Zuidoost
BU01600401,Hardenberg                              ,Buurt     ,BU01600401,1005,885.0,2.3,130,395,5.0,130,115,305,270,185,44.0,16.0,1.0,4.0,5,label_short,label_long,-1.0153139755664402,0.5700524118947609,Balkbrug-Zuidwest
BU06420104,Zwijndrecht                             ,Buurt     ,BU06420104,325,4195.0,2.3,45,145,1.0,35,40,40,85,135,12.0,3.0,0.0,3.0,11,label_short,label_long,-1.329735098602516,-0.9547003954818976,Balkengat
BU01091007,Coevorden                               ,Buurt     ,BU01091007,1640,2657.0,2.4,265,685,4.0,225,215,365,560,275,31.0,7.0,0.0,8.0,5,label_short,label_long,0.1583678427986427,0.8950603041120376,Ballast
BU17210207,Bernheze                                ,Buurt     ,BU17210207,410,2985.0,2.4,60,170,4.0,60,50,65,115,115,8.0,3.0,1.0,0.0,8,label_short,label_long,-1.6936289705988692,0.0256348646098111,Balledonk
BU16801901,Aa en Hunze                             ,Buurt     ,BU16801901,160,326.0,2.5,20,60,5.0,5,30,25,50,50,0.0,0.0,0.0,0.0,0,label_short,label_long,-2.3442502005628425,0.38654677232786,Ballo
BU00600002,Ameland                                 ,Buurt     ,BU00600002,430,734.0,1.9,45,225,5.0,50,65,115,95,100,10.0,1.0,1.0,3.0,8,label_short,label_long,-1.756883485254456,-0.2047374172661634,Ballum
BU07772000,Etten-Leur                              ,Buurt     ,BU07772000,860,6956.0,2.1,130,410,2.0,150,75,230,210,195,85.0,26.0,7.0,9.0,11,label_short,label_long,-0.3181717720538067,-1.0143704510919604,Banakkers 1
BU07772001,Etten-Leur                              ,Buurt     ,BU07772001,530,4062.0,1.9,60,285,2.0,50,35,135,115,195,34.0,12.0,0.0,5.0,11,label_short,label_long,-1.056289622835471,-1.113756351568346,Banakkers 2
BU07772002,Etten-Leur                              ,Buurt     ,BU07772002,1565,4261.0,2.1,215,750,2.0,210,120,385,400,450,92.0,22.0,6.0,18.0,3,label_short,label_long,0.6004442529149668,-0.3660219634741904,Banakkers 3
BU07772003,Etten-Leur                              ,Buurt     ,BU07772003,595,1896.0,2.4,90,255,3.0,75,75,110,185,150,34.0,9.0,1.0,6.0,8,label_short,label_long,-1.269787299167834,-0.0783688543378055,Banakkers 4
BU09650103,Simpelveld                              ,Buurt     ,BU09650103,140,351.0,2.1,20,65,5.0,20,10,20,40,45,6.0,2.0,1.0,0.0,8,label_short,label_long,-2.2618389275038,-0.0973803986823777,Baneheide
BU04053501,Hoorn                                   ,Buurt     ,BU04053501,1720,5633.0,2.8,355,605,3.0,395,210,530,455,130,48.0,7.0,6.0,11.0,5,label_short,label_long,0.6048398703090878,0.9340808700221424,Bangert en Oosterpolder - Buurt 35 01
BU04053502,Hoorn                                   ,Buurt     ,BU04053502,1810,4852.0,2.9,405,630,4.0,505,215,585,445,60,33.0,4.0,2.0,10.0,5,label_short,label_long,0.5571964356214641,1.5608990643751386,Bangert en Oosterpolder - Buurt 35 02
BU04053503,Hoorn                                   ,Buurt     ,BU04053503,1865,6338.0,2.9,395,635,2.0,595,130,725,295,120,48.0,10.0,3.0,11.0,3,label_short,label_long,0.9317800349522892,0.9633331877466124,Bangert en Oosterpolder - Buurt 35 03
BU04053504,Hoorn                                   ,Buurt     ,BU04053504,1290,5207.0,2.6,225,495,3.0,375,85,450,175,210,67.0,15.0,9.0,9.0,5,label_short,label_long,-0.0158947946120446,0.3249580164106661,Bangert en Oosterpolder - Buurt 35 04
BU04053505,Hoorn                                   ,Buurt     ,BU04053505,755,3291.0,2.8,145,270,2.0,190,90,305,125,45,10.0,2.0,1.0,2.0,5,label_short,label_long,-0.98247997518912,0.2327778334478053,Bangert en Oosterpolder - Buurt 35 05
BU04053506,Hoorn                                   ,Buurt     ,BU04053506,515,2214.0,3.0,105,175,3.0,145,60,190,80,45,32.0,10.0,1.0,5.0,0,label_short,label_long,-1.4856557017356848,0.5547982876651346,Bangert en Oosterpolder - Buurt 35 06
BU00140809,Groningen                               ,Buurt     ,BU00140809,225,1413.0,2.3,30,100,4.0,25,30,50,70,50,10.0,3.0,0.0,2.0,8,label_short,label_long,-1.9974019361483124,-0.1356880971074477,Bangeweer
BU19030501,Eijsden-Margraten                       ,Buurt     ,BU19030501,1005,221.0,2.3,140,420,5.0,135,115,200,285,265,18.0,8.0,1.0,0.0,5,label_short,label_long,-1.0773180779089473,0.7537880910197443,Banholt
BU0363NE02,Amsterdam                               ,Buurt     ,BU0363NE02,3550,8813.0,2.3,630,1535,2.0,640,540,945,875,555,293.0,101.0,12.0,31.0,1,label_short,label_long,4.26882024088648,0.53102143428559,Banne-Noordoost
BU0363NE01,Amsterdam                               ,Buurt     ,BU0363NE01,2595,8504.0,2.1,430,1245,2.0,465,410,770,610,335,243.0,73.0,13.0,35.0,3,label_short,label_long,2.85190362841182,-0.40844661958724,Banne-Noordwest
BU0363NE04,Amsterdam                               ,Buurt     ,BU0363NE04,4205,8382.0,2.0,630,2100,1.0,780,370,1345,1005,700,457.0,155.0,41.0,30.0,1,label_short,label_long,5.62916104850486,-0.3079176746650193,Banne-Zuidoost
BU0363NE03,Amsterdam                               ,Buurt     ,BU0363NE03,3740,11134.0,2.3,640,1555,1.0,705,605,900,835,695,370.0,129.0,30.0,25.0,1,label_short,label_long,4.95139848582181,-0.0527946183760101,Banne-Zuidwest
BU15860604,Oost Gelre                              ,Buurt     ,BU15860604,1275,5006.0,2.2,190,570,4.0,150,155,250,480,240,20.0,4.0,1.0,5.0,5,label_short,label_long,-0.2583406229795439,0.2415959585481342,Banninghof
BU01501010,Deventer                                ,Buurt     ,BU01501010,50,27.0,2.0,5,25,5.0,5,0,10,20,10,0.0,0.0,0.0,0.0,8,label_short,label_long,-2.401933741355159,-0.2403025509217681,Bannink
BU0363KD06,Amsterdam                               ,Buurt     ,BU0363KD06,765,7455.0,2.0,110,375,1.0,90,110,135,220,215,174.0,69.0,8.0,10.0,11,label_short,label_long,-0.1254114027212668,-1.6972842607738965,Banpleinbuurt
BU01710220,Noordoostpolder                         ,Buurt     ,BU01710220,15,116.0,2.5,0,5,5.0,0,5,0,0,5,14.0,3.0,2.0,2.0,0,label_short,label_long,-2.5123556294070304,0.2366278567754564,Bant-bedrijventerrein
BU01710221,Noordoostpolder                         ,Buurt     ,BU01710221,775,20.0,2.7,135,280,5.0,165,110,190,200,110,58.0,10.0,1.0,18.0,0,label_short,label_long,-1.2628627935133931,0.9136495520767126,Bant-landelijk gebied
BU01710219,Noordoostpolder                         ,Buurt     ,BU01710219,870,3134.0,2.3,125,380,5.0,155,110,255,205,145,24.0,8.0,1.0,3.0,5,label_short,label_long,-1.0767401498986149,0.3995047385033057,Bant-woonkern
BU19400401,De Fryske Marren                        ,Buurt     ,BU19400401,675,35.0,2.6,110,260,5.0,135,70,145,225,105,4.0,2.0,0.0,0.0,0,label_short,label_long,-1.624012731745463,0.946583526875111,Bantega
BU02620300,Lochem                                  ,Buurt     ,BU02620300,935,1656.0,2.1,115,440,5.0,105,85,160,275,310,16.0,3.0,0.0,5.0,8,label_short,label_long,-1.0402137662438542,0.3612013336069127,Barchem
