WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,AantalInwoners_5,Bevolkingsdichtheid_34,GemiddeldeHuishoudensgrootte_33,HuishoudensMetKinderen_32,HuishoudensTotaal_29,MateVanStedelijkheid_122,k_0Tot15Jaar_8,k_15Tot25Jaar_9,k_25Tot45Jaar_10,k_45Tot65Jaar_11,k_65JaarOfOuder_12,GeregistreerdeMisdrijven_1,crime_property,crime_violence,crime_vandalism,cluster_id,cluster_label_short,cluster_label_long,pca_x,pca_y,buurt_naam
BU19160102,Leidschendam-Voorburg                   ,Buurt     ,BU19160102,1465,7591.0,2.1,185,695,1.0,185,120,185,420,555,66.0,8.0,1.0,24.0,11,label_short,label_long,0.7187731226787815,-0.7704049279884747,Park Veursehout
BU19301411,Nissewaard                              ,Buurt     ,BU19301411,50,244.0,2.7,10,20,2.0,10,5,15,10,10,6.0,2.0,1.0,0.0,0,label_short,label_long,-2.157203735730523,-0.1763984045982851,Park Waterland
BU06220305,Vlaardingen                             ,Buurt     ,BU06220305,15,87.0,2.8,5,5,1.0,0,5,5,5,5,22.0,9.0,0.0,2.0,0,label_short,label_long,-2.0772437127051107,-0.3468897773113442,Park Zuidbuurt
BU0363MN08,Amsterdam                               ,Buurt     ,BU0363MN08,1550,5996.0,2.1,235,725,1.0,195,170,330,520,340,86.0,23.0,1.0,19.0,3,label_short,label_long,0.7960101876409023,-0.6495229438290956,Park de Meer
BU19802502,Dijk en Waard                           ,Buurt     ,BU19802502,120,97.0,2.5,10,30,5.0,10,15,30,55,15,163.0,51.0,5.0,25.0,0,label_short,label_long,-1.9664785468209625,-0.1653562131151658,Park van Luna
BU03072802,Amersfoort                              ,Buurt     ,BU03072802,2100,6800.0,2.8,445,735,2.0,475,325,510,690,110,59.0,12.0,8.0,9.0,3,label_short,label_long,1.4210841267271468,0.9423392856423471,Park van de Tijden-Oost
BU03072800,Amersfoort                              ,Buurt     ,BU03072800,1885,5636.0,2.8,385,650,2.0,370,295,445,610,160,54.0,14.0,3.0,10.0,3,label_short,label_long,0.9665492903251136,0.8587094939169211,Park van de Tijden-West
BU16212121,Lansingerland                           ,Buurt     ,BU16212121,1220,4858.0,2.1,170,570,2.0,185,115,205,315,395,49.0,14.0,3.0,7.0,11,label_short,label_long,-0.0022983992884689,-0.4334098327359748,Parkbuurt
BU05184003,'s-Gravenhage                           ,Buurt     ,BU05184003,3435,7617.0,2.7,645,1275,1.0,550,510,630,1200,550,212.0,62.0,8.0,34.0,1,label_short,label_long,3.9041176046426553,1.0952125254875156,Parkbuurt oosteinde
BU08820202,Landgraaf                               ,Buurt     ,BU08820202,1800,3389.0,2.5,325,725,2.0,265,220,365,640,305,56.0,11.0,7.0,9.0,3,label_short,label_long,0.7599579850563883,0.5380370292545135,Parkheide
BU16819702,Borger-Odoorn                           ,Buurt     ,BU16819702,1580,2749.0,2.1,240,750,4.0,240,175,365,435,380,86.0,15.0,12.0,16.0,5,label_short,label_long,0.3901454716878943,0.2211324754320823,Parklaan Oost
BU16819701,Borger-Odoorn                           ,Buurt     ,BU16819701,1060,2215.0,2.4,160,435,5.0,180,130,215,325,205,13.0,2.0,0.0,4.0,5,label_short,label_long,-0.8879845314145219,0.7980966851185913,Parklaan west
BU16740200,Roosendaal                              ,Buurt     ,BU16740200,1505,3312.0,1.8,185,790,2.0,175,170,475,435,250,267.0,91.0,23.0,19.0,11,label_short,label_long,0.9017334643974432,-1.3702723389558746,Parklaan-Hoogstraat
BU04797234,Zaanstad                                ,Buurt     ,BU04797234,4795,9832.0,2.7,1005,1790,2.0,1130,620,1465,1235,335,282.0,72.0,32.0,37.0,9,label_short,label_long,6.293360198373787,1.8569114784176788,Parkrijk Noord
BU04797233,Zaanstad                                ,Buurt     ,BU04797233,4545,9149.0,3.1,1015,1450,3.0,1190,705,1200,1225,215,149.0,34.0,10.0,30.0,1,label_short,label_long,5.3799203345095234,3.125505359784284,Parkrijk Zuid
BU01411201,Almelo                                  ,Buurt     ,BU01411201,2090,3878.0,2.3,295,860,2.0,280,250,340,620,605,149.0,42.0,15.0,17.0,3,label_short,label_long,1.424130528857124,0.1160357891203828,Parkweg en omgeving
BU00340205,Almere                                  ,Buurt     ,BU00340205,540,5005.0,2.0,90,265,2.0,75,65,130,150,125,36.0,10.0,3.0,5.0,11,label_short,label_long,-0.9507402301303944,-1.0591280809585033,Parkwerf en Stadswerf
BU00370108,Stadskanaal                             ,Buurt     ,BU00370108,2585,2206.0,2.0,350,1230,3.0,315,275,555,780,655,109.0,25.0,7.0,21.0,3,label_short,label_long,1.911069023852304,0.5875485374832465,Parkwijk
BU00342002,Almere                                  ,Buurt     ,BU00342002,1880,7328.0,2.4,380,785,2.0,315,270,510,565,225,109.0,27.0,13.0,14.0,3,label_short,label_long,1.326384113479267,-0.0120296093817373,Parkwijk Noordoost
BU00342001,Almere                                  ,Buurt     ,BU00342001,1760,4087.0,2.2,300,775,2.0,255,200,365,475,455,413.0,108.0,77.0,21.0,3,label_short,label_long,1.8428924930706732,-1.5168323984137644,Parkwijk Noordwest
BU00342003,Almere                                  ,Buurt     ,BU00342003,1225,6053.0,2.8,260,440,2.0,230,195,270,420,110,53.0,17.0,5.0,4.0,5,label_short,label_long,-0.0135576011465551,0.323556765061031,Parkwijk Zuidoost
BU00342004,Almere                                  ,Buurt     ,BU00342004,600,2931.0,2.5,95,245,2.0,55,75,95,230,135,26.0,4.0,2.0,7.0,11,label_short,label_long,-1.123561445839289,-0.2745635912736697,Parkwijk Zuidwest
BU03440941,Utrecht                                 ,Buurt     ,BU03440941,3350,8104.0,2.7,675,1255,1.0,690,485,875,1020,275,231.0,77.0,18.0,18.0,1,label_short,label_long,3.827297076962077,0.9156335243434482,Parkwijk-Noord
BU03440942,Utrecht                                 ,Buurt     ,BU03440942,3750,9366.0,2.3,650,1595,1.0,605,500,1160,1095,395,321.0,81.0,38.0,40.0,1,label_short,label_long,4.868020666687413,-0.0835597612092629,Parkwijk-Zuid
BU18920412,Zuidplas                                ,Buurt     ,BU18920412,785,4272.0,2.7,130,270,3.0,105,110,150,240,180,37.0,9.0,3.0,6.0,5,label_short,label_long,-0.9440628381725544,0.2148418491198715,Parkzoom
BU0363MB03,Amsterdam                               ,Buurt     ,BU0363MB03,685,9863.0,1.2,50,565,1.0,50,420,140,65,10,365.0,122.0,24.0,34.0,11,label_short,label_long,0.7948167885073045,-3.730579950315537,Parooldriehoek
BU19001600,Súdwest-Fryslân                         ,Buurt     ,BU19001600,320,594.0,2.2,40,145,5.0,40,25,75,95,80,14.0,1.0,2.0,4.0,8,label_short,label_long,-1.9819084580613224,0.0727415335178628,Parrega
BU04060327,Huizen                                  ,Buurt     ,BU04060327,15,17.0,2.1,0,10,4.0,0,5,0,5,10,28.0,9.0,0.0,5.0,8,label_short,label_long,-2.259485523373708,-0.4697524680717233,Parrewijn
BU17290300,Gulpen-Wittem                           ,Buurt     ,BU17290300,750,800.0,2.2,100,335,5.0,85,80,150,245,195,37.0,9.0,0.0,9.0,8,label_short,label_long,-1.2955849280822578,0.3306356235622557,Partij-Wittem
BU06031083,Rijswijk (ZH.)                          ,Buurt     ,BU06031083,490,1014.0,2.1,65,235,4.0,70,55,110,170,90,48.0,17.0,3.0,4.0,8,label_short,label_long,-1.4981769161001786,-0.2612244012630521,Pasgeld
BU19690701,Westerkwartier                          ,Buurt     ,BU19690701,105,59.0,2.3,15,45,5.0,10,10,20,40,25,24.0,2.0,3.0,7.0,8,label_short,label_long,-2.2782117269216267,0.0270838927644654,Pasop
BU09172100,Heerlen                                 ,Buurt     ,BU09172100,2035,3630.0,1.9,325,1045,2.0,345,215,470,560,450,301.0,72.0,28.0,46.0,3,label_short,label_long,2.0609654999474527,-0.9370586066920176,Passart
BU0363AB11,Amsterdam                               ,Buurt     ,BU0363AB11,935,20374.0,1.5,60,635,1.0,60,90,365,225,185,128.0,45.0,8.0,11.0,7,label_short,label_long,0.6928344971484743,-3.150125868383656,Passeerdersgrachtbuurt
BU02810304,Tiel                                    ,Buurt     ,BU02810304,155,107.0,2.5,25,65,4.0,15,25,25,55,40,8.0,1.0,1.0,2.0,0,label_short,label_long,-2.190477513523326,0.1404321497382088,Passewaaij e.o.
BU02810301,Tiel                                    ,Buurt     ,BU02810301,2655,4430.0,2.6,475,985,3.0,385,405,580,895,390,107.0,22.0,5.0,25.0,3,label_short,label_long,2.09276838129947,1.265521532632005,Passewaaij-Noord-Oost
BU02810300,Tiel                                    ,Buurt     ,BU02810300,1330,4957.0,2.6,240,515,3.0,210,175,280,455,205,50.0,14.0,5.0,5.0,5,label_short,label_long,-0.0497492723182817,0.4530883087202438,Passewaaij-Noord-West
BU02810303,Tiel                                    ,Buurt     ,BU02810303,2775,6309.0,2.5,530,1105,4.0,610,345,850,695,270,92.0,22.0,15.0,8.0,3,label_short,label_long,2.2358037243873,1.3964518507624872,Passewaaij-Zuid-Oost
BU02810302,Tiel                                    ,Buurt     ,BU02810302,2580,6154.0,2.7,500,970,4.0,380,415,520,945,320,96.0,20.0,7.0,21.0,3,label_short,label_long,1.952658207551181,1.5083990967021277,Passewaaij-Zuid-West
BU15980703,Koggenland                              ,Buurt     ,BU15980703,660,5710.0,2.3,105,285,4.0,95,85,150,155,175,16.0,4.0,0.0,4.0,8,label_short,label_long,-1.1313790247487423,-0.1274523277687314,Pastoor Lemeerstraat en omgeving
BU04320209,Opmeer                                  ,Buurt     ,BU04320209,385,6375.0,2.2,65,180,4.0,55,55,85,100,90,28.0,10.0,2.0,2.0,8,label_short,label_long,-1.4500991953216935,-0.5330036244035224,Pastoor Merius
BU08552403,Tilburg                                 ,Buurt     ,BU08552403,1115,11397.0,1.8,150,610,1.0,135,200,390,270,125,83.0,24.0,7.0,10.0,11,label_short,label_long,0.4890674812223981,-1.8400108610860768,Pastorieklamp Oost
BU08552402,Tilburg                                 ,Buurt     ,BU08552402,2340,8930.0,1.6,255,1450,1.0,225,465,775,525,345,359.0,95.0,23.0,60.0,7,label_short,label_long,3.1016988476128127,-2.206066899756768,Pastorieklamp West
BU08260505,Oosterhout                              ,Buurt     ,BU08260505,1160,3753.0,1.7,130,610,2.0,140,55,240,210,515,62.0,19.0,2.0,9.0,11,label_short,label_long,-0.0646599522720768,-0.9325143624116085,Paterserf
BU04530204,Velsen                                  ,Buurt     ,BU04530204,640,9342.0,1.5,70,415,1.0,55,75,165,180,170,59.0,14.0,3.0,12.0,11,label_short,label_long,-0.2903128217713326,-2.238974334122854,Paterskerkbuurt
BU17300600,Tynaarlo                                ,Buurt     ,BU17300600,3970,1171.0,2.3,600,1670,4.0,730,385,700,1105,1045,114.0,26.0,14.0,16.0,1,label_short,label_long,3.71978222478892,2.4555571660504296,Paterswolde
BU00141707,Groningen                               ,Buurt     ,BU00141707,250,131.0,2.2,30,115,5.0,25,30,30,80,90,48.0,17.0,3.0,4.0,8,label_short,label_long,-2.031379324396547,-0.0213761050402583,Paterswoldsemeer
BU01530202,Enschede                                ,Buurt     ,BU01530202,1995,8305.0,1.9,310,1020,1.0,345,220,700,465,265,114.0,34.0,7.0,14.0,3,label_short,label_long,1.665126595976341,-0.8809630404090536,Pathmos
BU03550201,Zeist                                   ,Buurt     ,BU03550201,4120,6502.0,2.5,710,1665,2.0,935,450,915,1160,655,155.0,46.0,8.0,23.0,1,label_short,label_long,4.589757552885788,1.952812309023228,Patijnpark
BU03620202,Amstelveen                              ,Buurt     ,BU03620202,2265,4581.0,2.1,375,1070,3.0,360,225,455,665,560,176.0,66.0,10.0,11.0,3,label_short,label_long,1.6887661627819988,0.2939018993807089,Patrimonium
BU05340201,Hillegom                                ,Buurt     ,BU05340201,270,2848.0,2.2,45,120,4.0,45,30,75,85,30,4.0,0.0,0.0,2.0,8,label_short,label_long,-1.845759677684709,-0.2984793649123909,Patrimonium
BU03921005,Haarlem                                 ,Buurt     ,BU03921005,1310,8678.0,2.2,230,590,1.0,230,125,305,360,290,122.0,40.0,6.0,15.0,11,label_short,label_long,0.6412566800338274,-0.9687568664695346,Patrimoniumbuurt
BU19041211,Stichtse Vecht                          ,Buurt     ,BU19041211,1065,6995.0,2.3,170,460,2.0,160,105,255,250,300,43.0,12.0,5.0,4.0,11,label_short,label_long,-0.1791039315501818,-0.4841964926509786,Pauwenkamp
BU05032808,Delft                                   ,Buurt     ,BU05032808,115,1395.0,2.7,20,45,2.0,25,15,15,35,25,14.0,6.0,0.0,1.0,0,label_short,label_long,-1.99359553513681,-0.2131239688586318,Pauwmolen
BU05051109,Dordrecht                               ,Buurt     ,BU05051109,3200,9026.0,2.2,545,1460,2.0,550,375,955,880,440,171.0,50.0,9.0,26.0,1,label_short,label_long,3.469060929945777,0.4098234891936278,Pearl Buck-erf en omgeving
BU01060604,Assen                                   ,Buurt     ,BU01060604,50,120.0,2.7,10,20,4.0,5,5,10,25,5,20.0,7.0,2.0,1.0,0,label_short,label_long,-2.3780142989492603,0.2560904860475412,Peelerpark
BU16990330,Noordenveld                             ,Buurt     ,BU16990330,90,248.0,2.3,10,35,5.0,5,10,15,30,30,4.0,1.0,0.0,1.0,8,label_short,label_long,-2.3890211546656186,0.1032025865266108,Peest
BU17110732,Echt-Susteren                           ,Buurt     ,BU17110732,2990,2447.0,2.1,430,1385,4.0,410,250,635,835,855,172.0,41.0,14.0,30.0,1,label_short,label_long,2.5571069589480726,1.0318305599218625,Peij
BU17110733,Echt-Susteren                           ,Buurt     ,BU17110733,565,133.0,2.4,10,20,5.0,40,60,195,175,95,39.0,14.0,4.0,1.0,0,label_short,label_long,-1.8664851875967496,0.3232281995833637,Peijerveld
BU19494000,Waadhoeke                               ,Buurt     ,BU19494000,250,62.0,2.3,35,110,5.0,30,30,45,90,55,8.0,1.0,2.0,1.0,8,label_short,label_long,-2.145958638390258,0.2111621198268071,Peins
BU16990600,Noordenveld                             ,Buurt     ,BU16990600,4375,1389.0,2.3,635,1900,5.0,700,405,785,1300,1185,104.0,25.0,5.0,22.0,1,label_short,label_long,4.116830473352552,3.014098394216421,Peize
BU16990620,Noordenveld                             ,Buurt     ,BU16990620,130,245.0,2.8,20,45,5.0,20,15,25,30,30,2.0,0.0,0.0,1.0,0,label_short,label_long,-2.453807499246444,0.7143185100978411,Peizermade
BU00140110,Groningen                               ,Buurt     ,BU00140110,240,643.0,1.0,5,230,4.0,0,200,30,5,5,156.0,57.0,12.0,8.0,8,label_short,label_long,-1.2831196540715986,-2.127146312141735,Peizerweg
BU03080006,Baarn                                   ,Buurt     ,BU03080006,610,3208.0,2.8,110,220,2.0,140,60,85,190,135,23.0,7.0,3.0,1.0,0,label_short,label_long,-1.178183216228254,0.1539272577852515,Pekingpark
BU04791312,Zaanstad                                ,Buurt     ,BU04791312,3250,12909.0,2.3,630,1425,2.0,635,420,970,855,370,219.0,56.0,24.0,28.0,1,label_short,label_long,3.9897315708737993,0.1129328790800904,Peldersveld Oost
BU04791311,Zaanstad                                ,Buurt     ,BU04791311,2605,6626.0,2.4,445,1065,2.0,485,320,675,625,500,140.0,41.0,10.0,19.0,3,label_short,label_long,2.339081084945137,0.5104172377527357,Peldersveld West
BU05991577,Rotterdam                               ,Buurt     ,BU05991577,12700,10433.0,2.2,2215,5810,1.0,2625,1640,3825,3015,1595,1566.0,496.0,141.0,139.0,6,label_short,label_long,21.541228997557354,2.351456499207944,Pendrecht
BU03942121,Haarlemmermeer                          ,Buurt     ,BU03942121,55,799.0,2.1,10,25,5.0,0,5,0,35,15,4.0,2.0,0.0,0.0,8,label_short,label_long,-2.366583196048153,-0.1777854491632766,Penningsveer
BU00980702,Weststellingwerf                        ,Buurt     ,BU00980702,90,32.0,2.7,10,35,5.0,10,20,20,35,15,2.0,0.0,0.0,1.0,0,label_short,label_long,-2.481547168752072,0.584290879215978,Peperga
BU17730217,Olst-Wijhe                              ,Buurt     ,BU17730217,1645,1134.0,2.3,270,700,4.0,265,230,350,465,335,69.0,12.0,7.0,15.0,5,label_short,label_long,0.3085350206085021,0.7271302823579425,Peperkamp en De Enk
BU05991391,Rotterdam                               ,Buurt     ,BU05991391,4970,3146.0,2.2,780,2275,4.0,735,525,1350,1385,970,271.0,76.0,21.0,35.0,1,label_short,label_long,5.689657302024214,2.2045714852071643,Pernis
BU19451100,Berg en Dal                             ,Buurt     ,BU19451100,90,24.0,2.2,10,45,5.0,5,10,15,30,25,10.0,2.0,1.0,2.0,8,label_short,label_long,-2.3537253746032096,-0.026621587055314,Persingen
BU01186000,Hoogeveen                               ,Buurt     ,BU01186000,1115,1372.0,2.2,155,500,5.0,175,105,235,275,325,34.0,6.0,1.0,10.0,5,label_short,label_long,-0.7283395787240557,0.5744688650218991,Pesse kern
BU05460700,Leiden                                  ,Buurt     ,BU05460700,2270,4720.0,1.2,70,1755,1.0,65,795,1215,140,50,813.0,338.0,39.0,19.0,7,label_short,label_long,3.2969118865330858,-3.964718967836869,Pesthuiswijk
BU03450223,Veenendaal                              ,Buurt     ,BU03450223,3485,5206.0,2.4,575,1415,3.0,540,425,720,1130,665,58.0,14.0,2.0,12.0,1,label_short,label_long,3.14991389824437,1.8480653206908704,Petenbos
BU03450224,Veenendaal                              ,Buurt     ,BU03450224,2610,5889.0,2.5,460,1035,3.0,420,395,620,820,355,65.0,11.0,7.0,14.0,3,label_short,label_long,2.014627649847597,1.1263889770718134,Petenbos Oost
BU06270104,Waddinxveen                             ,Buurt     ,BU06270104,1320,8430.0,1.6,120,825,2.0,80,80,165,300,685,51.0,10.0,1.0,14.0,11,label_short,label_long,0.4277818490472321,-1.2722380467538263,Peter Zuidlaan en Horstenbuurt
BU04411101,Schagen                                 ,Buurt     ,BU04411101,655,1358.0,2.0,75,335,5.0,60,60,110,195,225,30.0,4.0,3.0,8.0,8,label_short,label_long,-1.3643967187056858,-0.0312228653354211,Petten-Centrum en Korfwater
BU04411102,Schagen                                 ,Buurt     ,BU04411102,410,3579.0,2.2,70,185,5.0,50,60,85,115,95,6.0,1.0,0.0,2.0,8,label_short,label_long,-1.7187363673764966,-0.0116246420289987,Petten-West
BU07726120,Eindhoven                               ,Buurt     ,BU07726120,3305,7833.0,1.6,310,2075,1.0,280,425,1535,675,390,714.0,293.0,25.0,34.0,7,label_short,label_long,4.540110040561859,-2.4232257251123004,Philipsdorp
BU19001802,Súdwest-Fryslân                         ,Buurt     ,BU19001802,50,20.0,2.8,10,20,5.0,10,5,10,15,10,0.0,0.0,0.0,0.0,0,label_short,label_long,-2.575875147154004,0.687194939629215,Piaam
BU00140704,Groningen                               ,Buurt     ,BU00140704,1195,1338.0,2.7,205,435,4.0,240,155,145,430,230,35.0,13.0,0.0,4.0,5,label_short,label_long,-0.6096794332236043,1.114207739885475,Piccardthof
BU18960109,Zwartewaterland                         ,Buurt     ,BU18960109,55,11.0,3.9,10,15,5.0,15,15,10,15,5,0.0,0.0,0.0,0.0,0,label_short,label_long,-2.818625884604904,1.9553185091000629,Pieperpolder
BU01931340,Zwolle                                  ,Buurt     ,BU01931340,2140,3452.0,1.8,315,1185,2.0,300,215,745,575,310,120.0,36.0,8.0,16.0,3,label_short,label_long,1.5692773495320975,-0.3858575491562298,Pierik
BU19631299,Hoeksche Waard                          ,Buurt     ,BU19631299,225,23.0,3.2,40,70,5.0,45,45,30,75,30,8.0,2.0,1.0,1.0,0,label_short,label_long,-2.3841162095048123,1.2537621800946772,Piershil Buitengebied
BU19631200,Hoeksche Waard                          ,Buurt     ,BU19631200,1675,2839.0,2.3,270,705,5.0,260,180,400,430,405,40.0,9.0,3.0,8.0,5,label_short,label_long,0.1473593836707535,0.9904043090770978,Piershil Woonkern
BU03070307,Amersfoort                              ,Buurt     ,BU03070307,245,2753.0,1.6,15,155,1.0,25,10,130,60,25,48.0,15.0,4.0,5.0,11,label_short,label_long,-1.2912746078501462,-1.9128833911201448,Piet Mondriaanlaan e.o.
BU0363EL01,Amsterdam                               ,Buurt     ,BU0363EL01,1895,26546.0,1.7,195,1145,1.0,195,245,840,430,185,232.0,53.0,42.0,20.0,7,label_short,label_long,2.7585746884156728,-3.415536654526044,Pieter van der Doesbuurt
BU19660402,Het Hogeland                            ,Buurt     ,BU19660402,285,801.0,1.9,30,150,5.0,35,15,45,90,100,2.0,1.0,0.0,0.0,8,label_short,label_long,-2.0067361420992915,-0.2339059489443984,Pieterburen
BU19494100,Waadhoeke                               ,Buurt     ,BU19494100,150,26.0,2.1,20,70,5.0,15,25,25,50,40,0.0,0.0,0.0,0.0,8,label_short,label_long,-2.2668245243616654,-0.0478493485272008,Pietersbierum
BU05460000,Leiden                                  ,Buurt     ,BU05460000,2975,14115.0,1.2,100,2380,1.0,70,1345,1015,340,200,558.0,205.0,52.0,18.0,7,label_short,label_long,4.770727371516809,-3.78940154914849,Pieterswijk
BU19691504,Westerkwartier                          ,Buurt     ,BU19691504,160,557.0,2.0,20,75,5.0,25,10,35,55,35,2.0,0.0,0.0,1.0,8,label_short,label_long,-2.2061192786567614,-0.2006146328968245,Pieterzijl
BU17830113,Westland                                ,Buurt     ,BU17830113,3255,6788.0,2.3,470,1435,2.0,400,330,680,1010,835,116.0,25.0,8.0,25.0,1,label_short,label_long,3.170115235119471,0.8540812281354018,Pijletuinen
BU04530803,Velsen                                  ,Buurt     ,BU04530803,1670,8982.0,2.6,310,655,2.0,265,200,325,560,325,46.0,9.0,6.0,8.0,3,label_short,label_long,0.8035535128724642,0.2143365875129116,Pijlkruidbuurt
BU09951068,Lelystad                                ,Buurt     ,BU09951068,40,5.0,2.8,10,15,5.0,10,5,10,5,10,2.0,1.0,0.0,0.0,0,label_short,label_long,-2.5852967792979378,0.6770025360733831,"Pijlstaartweg, Vleetweg, Larserweg"
BU03440212,Utrecht                                 ,Buurt     ,BU03440212,2190,10715.0,1.8,265,1250,1.0,280,295,965,425,230,171.0,66.0,6.0,12.0,3,label_short,label_long,2.085839887731408,-1.3714393732229722,Pijlsweerd-Noord
BU03440211,Utrecht                                 ,Buurt     ,BU03440211,4745,15473.0,1.6,370,3010,1.0,380,675,2695,705,285,530.0,188.0,39.0,37.0,7,label_short,label_long,6.66473106441539,-2.28604128029726,Pijlsweerd-Zuid
BU19260102,Pijnacker-Nootdorp                      ,Buurt     ,BU19260102,4025,6254.0,2.1,640,1905,3.0,650,460,910,1000,1005,216.0,60.0,11.0,36.0,1,label_short,label_long,4.6067644305423565,1.2638353617318527,Pijnacker Noord
BU19260112,Pijnacker-Nootdorp                      ,Buurt     ,BU19260112,725,115.0,2.6,115,280,4.0,110,95,130,245,145,48.0,10.0,4.0,10.0,0,label_short,label_long,-1.2637571133782484,0.5391536979304327,Pijnacker Oost
BU19260101,Pijnacker-Nootdorp                      ,Buurt     ,BU19260101,4190,6248.0,2.2,615,1890,2.0,645,445,1000,1095,1005,457.0,141.0,55.0,32.0,1,label_short,label_long,5.394240102433924,0.1832854361204992,Pijnacker-Centrum/Dorp
BU03420301,Soest                                   ,Buurt     ,BU03420301,40,28.0,2.3,5,20,5.0,5,0,10,15,5,4.0,0.0,2.0,0.0,8,label_short,label_long,-2.4655423475865845,0.0670299437030539,Pijnenburg
BU05032506,Delft                                   ,Buurt     ,BU05032506,640,7055.0,1.8,95,350,1.0,80,60,145,145,220,32.0,10.0,2.0,4.0,11,label_short,label_long,-0.5594356779005268,-1.571187006728618,Pijperring
BU06420310,Zwijndrecht                             ,Buurt     ,BU06420310,760,7659.0,2.0,120,375,2.0,135,80,265,175,100,30.0,6.0,7.0,2.0,11,label_short,label_long,-0.5314444377073105,-1.130348534123603,Pilotenbuurt
BU19001301,Súdwest-Fryslân                         ,Buurt     ,BU19001301,450,1519.0,2.1,65,210,5.0,75,35,95,155,95,16.0,1.0,0.0,7.0,8,label_short,label_long,-1.6946896126029634,0.018041171287665,Pingjum
BU03450550,Veenendaal                              ,Buurt     ,BU03450550,3240,7476.0,2.4,535,1345,2.0,585,390,875,825,570,143.0,27.0,11.0,33.0,1,label_short,label_long,3.397361081519288,0.8213912785225437,Pioniersbuurt
BU03030210,Dronten                                 ,Buurt     ,BU03030210,45,104.0,2.6,10,15,4.0,5,5,10,20,10,78.0,34.0,5.0,0.0,0,label_short,label_long,-2.265206338176218,-0.0173057548725074,Pioniersweg
BU01060401,Assen                                   ,Buurt     ,BU01060401,1745,5442.0,2.2,290,785,2.0,295,250,385,455,360,157.0,39.0,25.0,14.0,3,label_short,label_long,1.1854840398308149,-0.4708691933229078,Pittelo Midden
BU01060402,Assen                                   ,Buurt     ,BU01060402,1480,5451.0,2.3,250,635,3.0,265,165,370,385,285,42.0,12.0,5.0,4.0,5,label_short,label_long,0.2410816939147194,0.1906569152421446,Pittelo Noord
BU01060400,Assen                                   ,Buurt     ,BU01060400,385,2133.0,2.4,55,155,3.0,65,30,75,90,120,2.0,1.0,0.0,0.0,8,label_short,label_long,-1.670677944949064,-0.1422805611170279,Pittelo Zuid
BU08551105,Tilburg                                 ,Buurt     ,BU08551105,930,11272.0,1.5,85,630,1.0,70,155,290,215,205,106.0,35.0,9.0,9.0,11,label_short,label_long,0.3082379729408913,-2.400789617621799,Piushaven
BU17050002,Lingewaard                              ,Buurt     ,BU17050002,1040,4406.0,2.4,160,430,3.0,115,145,140,380,255,19.0,6.0,0.0,3.0,5,label_short,label_long,-0.5646873080718842,0.1484477678604797,Plakse Wei
BU04980003,Drechterland                            ,Buurt     ,BU04980003,945,4096.0,2.1,130,445,3.0,125,85,170,220,345,35.0,7.0,4.0,6.0,11,label_short,label_long,-0.5813304482745212,-0.3440182562931586,Plan Noord
BU03990303,Heiloo                                  ,Buurt     ,BU03990303,2420,3095.0,2.3,370,1005,4.0,370,245,465,640,700,66.0,18.0,7.0,8.0,5,label_short,label_long,1.3933581764539806,1.2402479528022847,Plan Oost
BU04980006,Drechterland                            ,Buurt     ,BU04980006,1715,3229.0,2.2,270,795,4.0,245,185,370,455,455,140.0,52.0,5.0,12.0,5,label_short,label_long,0.5696599997758827,0.3841554150893792,Plan Oost
BU04980007,Drechterland                            ,Buurt     ,BU04980007,435,4058.0,2.1,70,205,3.0,80,35,105,115,105,35.0,9.0,4.0,4.0,11,label_short,label_long,-1.3101567141543906,-0.710439579953339,Plan West
BU17830602,Westland                                ,Buurt     ,BU17830602,2415,8037.0,2.3,375,1000,1.0,355,290,420,610,740,120.0,37.0,9.0,14.0,3,label_short,label_long,2.157493628296976,0.0096784571675027,Plan Zuid
BU17421006,Rijssen-Holten                          ,Buurt     ,BU17421006,3425,6223.0,2.7,615,1250,2.0,705,490,805,855,580,67.0,17.0,4.0,12.0,1,label_short,label_long,3.298626613135589,1.8581170568289176,Plan Zuid
BU05320310,Stede Broec                             ,Buurt     ,BU05320310,2710,4872.0,2.3,455,1190,3.0,460,300,705,680,555,160.0,39.0,15.0,25.0,3,label_short,label_long,2.397359417796858,0.6959553508042545,Plan Zuid
BU0363NH05,Amsterdam                               ,Buurt     ,BU0363NH05,3180,11354.0,2.1,485,1540,1.0,520,465,1005,765,420,239.0,73.0,16.0,28.0,7,label_short,label_long,3.8460617335091496,-0.4810602694061735,Plan van Gool
BU00720003,Harlingen                               ,Buurt     ,BU00720003,1040,1128.0,1.6,85,640,3.0,65,105,240,285,345,111.0,32.0,9.0,14.0,11,label_short,label_long,-0.3036439020362257,-1.0137585474766455,Plan-Zuid
BU0363AA01,Amsterdam                               ,Buurt     ,BU0363AA01,345,18872.0,1.3,20,260,1.0,20,25,165,100,35,36.0,15.0,1.0,2.0,11,label_short,label_long,-0.3796685289360949,-3.287893737609798,Planciusbuurt-Noord
BU0363AA04,Amsterdam                               ,Buurt     ,BU0363AA04,160,12706.0,1.4,15,120,1.0,10,10,60,50,30,20.0,6.0,1.0,3.0,11,label_short,label_long,-0.9508893154857256,-2.782360182500684,Planciusbuurt-Zuid
